script,line,action,cre_or_group,reference_kind,cre_available
BDBTEAM2.BCS,44,CreateCreature,BDTEAM21,cre,1
BDBTEAM3.BCS,43,CreateCreature,BDTEAM32,cre,1
BDBTEAM3.BCS,44,CreateCreature,BDTEAM31,cre,1
BDBTEAM4.BCS,43,CreateCreature,BDTEAM42,cre,1
BDBTEAM4.BCS,44,CreateCreature,BDTEAM41,cre,1
BDBTEAM5.BCS,34,CreateCreature,BDTEAM52,cre,1
BDBTEAM5.BCS,35,CreateCreature,BDTEAM51,cre,1
BDBTEAM5.BCS,36,CreateCreature,BDTEAM53,cre,1
BDBTEAM6.BCS,34,CreateCreature,BDTEAM61,cre,1
BDBTEAM6.BCS,35,CreateCreature,BDTEAM63,cre,1
BDBTEAM6.BCS,36,CreateCreature,BDTEAM62,cre,1
BDC123A.BCS,6,CreateCreature,BDTSOLAK,cre,1
BDC205AA.BCS,6,CreateCreature,CUTSPY,cre,1
BDC205AA.BCS,14,CreateCreature,BDBFORT,cre,1
BDC205AB.BCS,6,CreateCreature,CUTSPY,cre,1
BDC205AB.BCS,14,CreateCreature,BDBFORT,cre,1
BDC205AC.BCS,6,CreateCreature,CUTSPY,cre,1
BDC205AC.BCS,15,CreateCreature,BDBFORT,cre,1
BDC205BA.BCS,6,CreateCreature,BDBFORT3,cre,1
BDC205BB.BCS,6,CreateCreature,BDBFORT3,cre,1
BDC205BC.BCS,6,CreateCreature,BDBFORT3,cre,1
BDC205CA.BCS,6,CreateCreature,KHALID,cre,1
BDC205CB.BCS,6,CreateCreature,KHALID,cre,1
BDC205DA.BCS,6,CreateCreature,BDROARK,cre,1
BDC205DB.BCS,6,CreateCreature,BDROARK,cre,1
BDC205R.BCS,7,CreateCreature,BDROARK,cre,1
BDC208A.BCS,6,CreateCreature,BDFEYR,cre,1
BDCUT02.BCS,11,CreateCreature,CUTSPY,cre,1
BDCUT02.BCS,12,CreateCreature,BDCUTID,cre,1
BDCUT02.BCS,19,CreateCreature,BDGASS2,cre,1
BDCUT02.BCS,21,CreateCreature,BDGASS3,cre,1
BDCUT02.BCS,22,CreateCreature,BDGASS4,cre,1
BDCUT08.BCS,86,CreateCreature,CUTSPY,cre,1
BDCUT09.BCS,25,CreateCreature,BDSCHAEL,cre,1
BDCUT09.BCS,26,CreateCreature,BDCROWDM,cre,1
BDCUT09.BCS,27,CreateCreature,BDROWDY,cre,1
BDCUT09.BCS,28,CreateCreature,CUTSPY,cre,1
BDCUT09.BCS,36,CreateCreature,BDFISTCX,cre,1
BDCUT09.BCS,38,CreateCreature,BDFISTCX,cre,1
BDCUT09.BCS,40,CreateCreature,BDFISTCX,cre,1
BDCUT09.BCS,42,CreateCreature,BDFISTCX,cre,1
BDCUT09.BCS,44,CreateCreature,BDFISTCX,cre,1
BDCUT09.BCS,46,CreateCreature,BDFISTCX,cre,1
BDCUT09.BCS,48,CreateCreature,BDFISTCX,cre,1
BDCUT09.BCS,50,CreateCreature,BDFISTCX,cre,1
BDCUT09.BCS,52,CreateCreature,BDFISTCX,cre,1
BDCUT09.BCS,54,CreateCreature,BDFISTCX,cre,1
BDCUT09.BCS,56,CreateCreature,BDFISTCX,cre,1
BDCUT09.BCS,58,CreateCreature,BDFISTCX,cre,1
BDCUT09.BCS,60,CreateCreature,BDFISTCX,cre,1
BDCUT09.BCS,62,CreateCreature,BDFISTCX,cre,1
BDCUT09.BCS,64,CreateCreature,BDFISTCX,cre,1
BDCUT09.BCS,66,CreateCreature,BDFISTCX,cre,1
BDCUT09.BCS,68,CreateCreature,BDFISTCX,cre,1
BDCUT09.BCS,70,CreateCreature,BDFISTCX,cre,1
BDCUT09.BCS,72,CreateCreature,BDFISTCX,cre,1
BDCUT09.BCS,74,CreateCreature,BDFISTCX,cre,1
BDCUT09A.BCS,24,CreateCreature,BDFISTCX,cre,1
BDCUT09A.BCS,27,CreateCreature,BDFISTCX,cre,1
BDCUT09A.BCS,30,CreateCreature,BDFISTCX,cre,1
BDCUT09A.BCS,33,CreateCreature,BDFISTCX,cre,1
BDCUT09A.BCS,36,CreateCreature,BDFISTCX,cre,1
BDCUT09A.BCS,39,CreateCreature,BDFISTCX,cre,1
BDCUT09A.BCS,42,CreateCreature,BDFISTCX,cre,1
BDCUT09A.BCS,45,CreateCreature,BDFISTCX,cre,1
BDCUT09B.BCS,22,CreateCreature,BDFISTCX,cre,1
BDCUT09B.BCS,25,CreateCreature,BDFISTCX,cre,1
BDCUT09B.BCS,28,CreateCreature,BDFISTCX,cre,1
BDCUT09B.BCS,31,CreateCreature,BDFISTCX,cre,1
BDCUT09B.BCS,34,CreateCreature,BDFISTCX,cre,1
BDCUT09B.BCS,37,CreateCreature,BDFISTCX,cre,1
BDCUT09B.BCS,40,CreateCreature,BDFISTCX,cre,1
BDCUT09B.BCS,43,CreateCreature,BDFISTCX,cre,1
BDCUT09B.BCS,46,CreateCreature,BDFISTCX,cre,1
BDCUT09B.BCS,49,CreateCreature,BDFISTCX,cre,1
BDCUT09B.BCS,52,CreateCreature,BDFISTCX,cre,1
BDCUT09B.BCS,55,CreateCreature,BDFISTCX,cre,1
BDCUT09B.BCS,58,CreateCreature,BDFISTCX,cre,1
BDCUT09B.BCS,61,CreateCreature,BDFISTCX,cre,1
BDCUT09B.BCS,64,CreateCreature,BDFISTCX,cre,1
BDCUT09B.BCS,67,CreateCreature,BDFISTCX,cre,1
BDCUT09B.BCS,70,CreateCreature,BDFISTCX,cre,1
BDCUT09B.BCS,73,CreateCreature,BDFISTCX,cre,1
BDCUT09B.BCS,76,CreateCreature,BDFISTCX,cre,1
BDCUT09B.BCS,79,CreateCreature,BDFISTCX,cre,1
BDCUT09B.BCS,83,CreateCreature,BDFISTCX,cre,1
BDCUT09B.BCS,86,CreateCreature,BDFISTCX,cre,1
BDCUT09B.BCS,89,CreateCreature,BDFISTCX,cre,1
BDCUT09B.BCS,92,CreateCreature,BDFISTCX,cre,1
BDCUT09B.BCS,95,CreateCreature,BDFISTCX,cre,1
BDCUT09B.BCS,98,CreateCreature,BDFISTCX,cre,1
BDCUT09B.BCS,101,CreateCreature,BDFISTCX,cre,1
BDCUT09B.BCS,104,CreateCreature,BDFISTCX,cre,1
BDCUT09B.BCS,107,CreateCreature,BDFISTCX,cre,1
BDCUT09B.BCS,110,CreateCreature,BDFISTCX,cre,1
BDCUT09B.BCS,113,CreateCreature,BDFISTCX,cre,1
BDCUT09B.BCS,116,CreateCreature,BDFISTCX,cre,1
BDCUT09B.BCS,119,CreateCreature,BDFISTCX,cre,1
BDCUT09B.BCS,122,CreateCreature,BDFISTCX,cre,1
BDCUT09B.BCS,125,CreateCreature,BDFISTCX,cre,1
BDCUT09B.BCS,128,CreateCreature,BDFISTCX,cre,1
BDCUT11.BCS,23,CreateCreature,BDCAELAR,cre,1
BDCUT11.BCS,24,CreateCreature,BDHEPHER,cre,1
BDCUT11.BCS,25,CreateCreature,BDIRENI,cre,1
BDCUT11.BCS,26,CreateCreature,BDCUTID,cre,1
BDCUT11.BCS,27,CreateCreature,BDCUTID2,cre,1
BDCUT11.BCS,28,CreateCreature,BDASHATI,cre,1
BDCUT11.BCS,29,CreateCreature,BDCRUE34,cre,1
BDCUT11.BCS,30,CreateCreature,BDCRUE31,cre,1
BDCUT11.BCS,31,CreateCreature,BDCRU109,cre,1
BDCUT11.BCS,32,CreateCreature,BDCRUX31,cre,1
BDCUT11.BCS,33,CreateCreature,BDCRUE33,cre,1
BDCUT11.BCS,34,CreateCreature,BDCRU102,cre,1
BDCUT11.BCS,35,CreateCreature,BDCRU103,cre,1
BDCUT11.BCS,36,CreateCreature,BDCRU104,cre,1
BDCUT11.BCS,37,CreateCreature,BDCRU117,cre,1
BDCUT11.BCS,38,CreateCreature,BDCRUS90,cre,1
BDCUT11.BCS,39,CreateCreature,BDCRUE32,cre,1
BDCUT11.BCS,157,CreateCreature,BDCRUS37,cre,1
BDCUT11.BCS,161,CreateCreature,BDCRUS94,cre,1
BDCUT11.BCS,165,CreateCreature,BDCRUS33,cre,1
BDCUT11.BCS,169,CreateCreature,BDCRUS96,cre,1
BDCUT11.BCS,173,CreateCreature,BDCRUS93,cre,1
BDCUT11.BCS,177,CreateCreature,BDCRUS39,cre,1
BDCUT11.BCS,181,CreateCreature,BDCRU104,cre,1
BDCUT11.BCS,185,CreateCreature,BDCRU101,cre,1
BDCUT11.BCS,189,CreateCreature,BDCRU110,cre,1
BDCUT11.BCS,193,CreateCreature,BDCRUS32,cre,1
BDCUT11.BCS,197,CreateCreature,BDCRU111,cre,1
BDCUT11.BCS,201,CreateCreature,BDCRU108,cre,1
BDCUT11.BCS,205,CreateCreature,BDCRUE30,cre,1
BDCUT11.BCS,209,CreateCreature,BDCRUSX2,cre,1
BDCUT11.BCS,213,CreateCreature,BDCRUE33,cre,1
BDCUT11.BCS,217,CreateCreature,BDCRU106,cre,1
BDCUT11.BCS,221,CreateCreature,BDCRUS94,cre,1
BDCUT11.BCS,225,CreateCreature,BDCRU100,cre,1
BDCUT11A.BCS,112,CreateCreatureObject,BDCCSOL1,cre,1
BDCUT11A.BCS,120,CreateCreatureObject,BDCCSOL2,cre,1
BDCUT11A.BCS,128,CreateCreatureObject,BDCCSOL3,cre,1
BDCUT11A.BCS,136,CreateCreatureObject,BDCCSOL4,cre,1
BDCUT11A.BCS,144,CreateCreatureObject,BDCCSOL5,cre,1
BDCUT11A.BCS,152,CreateCreatureObject,BDCCSAR1,cre,1
BDCUT11A.BCS,160,CreateCreatureObject,BDCCREC1,cre,1
BDCUT11A.BCS,168,CreateCreatureObject,BDCCREC2,cre,1
BDCUT11A.BCS,176,CreateCreatureObject,BDCCREC3,cre,1
BDCUT11A.BCS,184,CreateCreatureObject,BDCRUS91,cre,1
BDCUT11A.BCS,192,CreateCreatureObject,BDCCMAG1,cre,1
BDCUT11A.BCS,200,CreateCreatureObject,BDCCMAG2,cre,1
BDCUT11A.BCS,208,CreateCreatureObject,BDCCOFF1,cre,1
BDCUT11A.BCS,216,CreateCreatureObject,BDCCOFF2,cre,1
BDCUT11A.BCS,224,CreateCreatureObject,BDCCARC1,cre,1
BDCUT11A.BCS,232,CreateCreatureObject,BDCCCLE1,cre,1
BDCUT11A.BCS,240,CreateCreatureObject,BDCRUR32,cre,1
BDCUT11A.BCS,248,CreateCreatureObject,BDCRU100,cre,1
BDCUT11A.BCS,256,CreateCreatureObject,BDCRUS96,cre,1
BDCUT11A.BCS,264,CreateCreatureObject,BDCRUS20,cre,1
BDCUT11A.BCS,272,CreateCreatureObject,BDCRUS39,cre,1
BDCUT11A.BCS,280,CreateCreatureObject,BDCRUS99,cre,1
BDCUT11A.BCS,288,CreateCreatureObject,BDCRUS22,cre,1
BDCUT11A.BCS,296,CreateCreatureObject,BDCRUS23,cre,1
BDCUT11A.BCS,304,CreateCreatureObject,BDCRUS24,cre,1
BDCUT11A.BCS,312,CreateCreatureObject,BDCRUS33,cre,1
BDCUT11A.BCS,320,CreateCreatureObject,BDCRUS34,cre,1
BDCUT11A.BCS,328,CreateCreatureObject,BDCRUS37,cre,1
BDCUT11A.BCS,336,CreateCreatureObject,BDCRUS38,cre,1
BDCUT11A.BCS,344,CreateCreatureObject,BDCRUS29,cre,1
BDCUT11A.BCS,352,CreateCreatureObject,BDCRUS28,cre,1
BDCUT11A.BCS,360,CreateCreatureObject,BDCRU114,cre,1
BDCUT11A.BCS,368,CreateCreatureObject,BDCRUE30,cre,1
BDCUT11A.BCS,376,CreateCreatureObject,BDCRUR30,cre,1
BDCUT11A.BCS,384,CreateCreatureObject,BDCRUE32,cre,1
BDCUT11A.BCS,392,CreateCreatureObject,BDCRUE33,cre,1
BDCUT11A.BCS,400,CreateCreatureObject,BDCRUS32,cre,1
BDCUT11A.BCS,408,CreateCreatureObject,BDCRU108,cre,1
BDCUT11A.BCS,416,CreateCreatureObject,BDCRU111,cre,1
BDCUT11A.BCS,424,CreateCreatureObject,BDCRU112,cre,1
BDCUT11A.BCS,432,CreateCreatureObject,BDCRU120,cre,1
BDCUT11A.BCS,440,CreateCreatureObject,BDCRU121,cre,1
BDCUT14.BCS,6,CreateCreature,BDCUTID,cre,1
BDCUT14.BCS,11,CreateCreature,CUTSPY2,cre,1
BDCUT14.BCS,30,CreateCreature,CUTSPY,cre,1
BDCUT14.BCS,79,CreateCreature,CUTSPY2,cre,1
BDCUT15.BCS,7,CreateCreature,BDDARNAS,cre,1
BDCUT15.BCS,8,CreateCreature,BDBARGHE,cre,1
BDCUT15.BCS,9,CreateCreature,BDOLONEI,cre,1
BDCUT15.BCS,10,CreateCreature,BDCAELAR,cre,1
BDCUT15.BCS,11,CreateCreature,BDVICHAN,cre,1
BDCUT15.BCS,12,CreateCreature,BDHORMOR,cre,1
BDCUT15.BCS,13,CreateCreature,BDRHAYLA,cre,1
BDCUT15.BCS,14,CreateCreature,BDCCHOB1,cre,1
BDCUT15.BCS,15,CreateCreature,BDCCSAR1,cre,1
BDCUT15.BCS,16,CreateCreature,BDJAYVIS,cre,1
BDCUT15.BCS,17,CreateCreature,BDHEPHER,cre,1
BDCUT15.BCS,35,CreateCreature,CUTSPY2,cre,1
BDCUT16.BCS,202,CreateCreature,BDBENCE,cre,1
BDCUT16.BCS,203,CreateCreature,BDFSCOUT,cre,1
BDCUT16.BCS,204,CreateCreature,BDFSCOU2,cre,1
BDCUT16.BCS,205,CreateCreature,BDFSCOUT,cre,1
BDCUT200.BCS,11,CreateCreature,BDBRAT,cre,1
BDCUT201.BCS,6,CreateCreature,BDBSQUIR,cre,1
BDCUT204.BCS,17,CreateCreatureObjectEffect,BDBGOBG1,cre,1
BDCUT204.BCS,18,CreateCreatureObjectEffect,BDBGOBG2,cre,1
BDCUT204.BCS,19,CreateCreatureObjectEffect,BDBGOBG3,cre,1
BDCUT20A.BCS,24,CreateCreature,BDSERV,cre,1
BDCUT20A.BCS,25,CreateCreature,BDCAELAR,cre,1
BDCUT20A.BCS,35,CreateCreature,BDHEPH2,cre,1
BDCUT21.BCS,31,CreateCreature,BDMERCCR,cre,1
BDCUT221.BCS,12,CreateCreatureObjectEffect,BDGARFOU,cre,1
BDCUT221.BCS,13,CreateCreatureObjectEffect,BDDMAKGR,cre,1
BDCUT221.BCS,14,CreateCreatureObjectEffect,BDSOTDAR,cre,1
BDCUT221.BCS,15,CreateCreatureObjectEffect,BDRGOSZ,cre,1
BDCUT26.BCS,7,CreateCreatureObjectDoor,BDFISTM1,cre,1
BDCUT26.BCS,10,CreateCreature,CUTSPY,cre,1
BDCUT26.BCS,11,CreateCreature,CUTSPY2,cre,1
BDCUT27.BCS,22,CreateCreature,BDFIST23,cre,1
BDCUT27.BCS,23,CreateCreature,BDFISTX2,cre,1
BDCUT27.BCS,24,CreateCreature,BDDUGRAF,cre,1
BDCUT27.BCS,25,CreateCreature,BDFIST22,cre,1
BDCUT27.BCS,26,CreateCreature,BDFIST25,cre,1
BDCUT27.BCS,27,CreateCreature,BDFIST24,cre,1
BDCUT27.BCS,28,CreateCreature,BDFIST21,cre,1
BDCUT27.BCS,29,CreateCreature,CUTSPY,cre,1
BDCUT27.BCS,30,CreateCreature,CUTSPY2,cre,1
BDCUT28.BCS,67,CreateCreature,BDFIST22,cre,1
BDCUT28.BCS,68,CreateCreature,BDFIST23,cre,1
BDCUT28.BCS,69,CreateCreature,BDFIST24,cre,1
BDCUT28.BCS,70,CreateCreature,BDFIST21,cre,1
BDCUT28.BCS,71,CreateCreature,BDFIST25,cre,1
BDCUT30A.BCS,25,CreateCreature,BDCAELAR,cre,1
BDCUT30A.BCS,26,CreateCreature,BDASHATI,cre,1
BDCUT30A.BCS,27,CreateCreature,BDCCOFF2,cre,1
BDCUT30A.BCS,29,CreateCreature,BDCCSOL4,cre,1
BDCUT30A.BCS,30,CreateCreature,BDCCMAG1,cre,1
BDCUT30A.BCS,31,CreateCreature,BDCCMAG2,cre,1
BDCUT30A.BCS,32,CreateCreature,BDCCCLE1,cre,1
BDCUT30A.BCS,33,CreateCreature,BDCCARC1,cre,1
BDCUT30A.BCS,34,CreateCreature,BDCCSAR1,cre,1
BDCUT322.BCS,17,CreateCreatureImpassable,BDADOY,cre,1
BDCUT36.BCS,13,CreateCreature,BDCAELAR,cre,1
BDCUT36.BCS,14,CreateCreature,BDASHATI,cre,1
BDCUT36.BCS,15,CreateCreature,BDHEPHER,cre,1
BDCUT36.BCS,16,CreateCreature,BDCRUSX2,cre,1
BDCUT36.BCS,17,CreateCreature,BDCRUW45,cre,1
BDCUT36.BCS,18,CreateCreature,BDNEDERL,cre,1
BDCUT36.BCS,19,CreateCreature,BDDELANC,cre,1
BDCUT36.BCS,20,CreateCreature,BDSTONEH,cre,1
BDCUT36.BCS,21,CreateCreature,BDBENCE,cre,1
BDCUT36.BCS,22,CreateCreature,BDDAGF59,cre,1
BDCUT36.BCS,23,CreateCreature,BDWTR61,cre,1
BDCUT36.BCS,24,CreateCreature,CUTSPY,cre,1
BDCUT40A.BCS,39,CreateCreature,BDDOSIA1,cre,1
BDCUT40B.BCS,27,CreateCreature,BDWAVE11,cre,1
BDCUT40B.BCS,28,CreateCreature,BDWAVE11,cre,1
BDCUT40B.BCS,29,CreateCreature,BDWAVE11,cre,1
BDCUT40B.BCS,30,CreateCreature,BDWAVE15,cre,1
BDCUT40B.BCS,31,CreateCreature,BDWAVE14,cre,1
BDCUT40B.BCS,32,CreateCreature,BDWAVE12,cre,1
BDCUT40B.BCS,33,CreateCreature,BDWAVE15,cre,1
BDCUT40B.BCS,34,CreateCreature,BDWAVE14,cre,1
BDCUT40B.BCS,35,CreateCreature,BDWAVE12,cre,1
BDCUT40B.BCS,36,CreateCreature,BDWAVE13,cre,1
BDCUT40B.BCS,37,CreateCreature,BDWAVE13,cre,1
BDCUT40B.BCS,47,CreateCreature,BDWAVE16,cre,1
BDCUT40B.BCS,48,CreateCreature,BDWAVE16,cre,1
BDCUT40B.BCS,83,CreateCreature,BDTEAM11,cre,1
BDCUT40B.BCS,84,CreateCreature,BDTEAM12,cre,1
BDCUT40B.BCS,120,CreateCreature,BDTEAM22,cre,1
BDCUT40B.BCS,121,CreateCreature,BDTEAM21,cre,1
BDCUT40B.BCS,162,CreateCreature,BDTEAM31,cre,1
BDCUT40B.BCS,163,CreateCreature,BDTEAM32,cre,1
BDCUT40B.BCS,201,CreateCreature,BDTEAM42,cre,1
BDCUT40B.BCS,202,CreateCreature,BDTEAM41,cre,1
BDCUT40B.BCS,235,CreateCreature,BDTEAM52,cre,1
BDCUT40B.BCS,236,CreateCreature,BDTEAM51,cre,1
BDCUT40B.BCS,237,CreateCreature,BDTEAM53,cre,1
BDCUT40B.BCS,270,CreateCreature,BDTEAM61,cre,1
BDCUT40B.BCS,271,CreateCreature,BDTEAM62,cre,1
BDCUT40B.BCS,272,CreateCreature,BDTEAM63,cre,1
BDCUT40B.BCS,287,CreateCreature,BDWAVE11,cre,1
BDCUT40B.BCS,288,CreateCreature,BDYAROK,cre,1
BDCUT40C.BCS,26,CreateCreature,BDWAVE26,cre,1
BDCUT40C.BCS,27,CreateCreature,BDWAVE24,cre,1
BDCUT40C.BCS,28,CreateCreature,BDWAVE25,cre,1
BDCUT40C.BCS,29,CreateCreature,BDWAVE23,cre,1
BDCUT40C.BCS,30,CreateCreature,BDWAVE22,cre,1
BDCUT40C.BCS,31,CreateCreature,BDWAVE21,cre,1
BDCUT40C.BCS,43,CreateCreature,BDWAVE27,cre,1
BDCUT40C.BCS,44,CreateCreature,BDWAVE28,cre,1
BDCUT40C.BCS,79,CreateCreature,BDTEAM11,cre,1
BDCUT40C.BCS,80,CreateCreature,BDTEAM12,cre,1
BDCUT40C.BCS,116,CreateCreature,BDTEAM23,cre,1
BDCUT40C.BCS,117,CreateCreature,BDTEAM21,cre,1
BDCUT40C.BCS,158,CreateCreature,BDTEAM31,cre,1
BDCUT40C.BCS,159,CreateCreature,BDTEAM32,cre,1
BDCUT40C.BCS,197,CreateCreature,BDTEAM42,cre,1
BDCUT40C.BCS,198,CreateCreature,BDTEAM41,cre,1
BDCUT40C.BCS,231,CreateCreature,BDTEAM51,cre,1
BDCUT40C.BCS,232,CreateCreature,BDTEAM52,cre,1
BDCUT40C.BCS,233,CreateCreature,BDTEAM53,cre,1
BDCUT40C.BCS,266,CreateCreature,BDTEAM61,cre,1
BDCUT40C.BCS,267,CreateCreature,BDTEAM62,cre,1
BDCUT40C.BCS,268,CreateCreature,BDTEAM63,cre,1
BDCUT40C.BCS,283,CreateCreature,BDCUVIER,cre,1
BDCUT40D.BCS,26,CreateCreature,BDWAVE31,cre,1
BDCUT40D.BCS,27,CreateCreature,BDWAVE32,cre,1
BDCUT40D.BCS,28,CreateCreature,BDWAVE35,cre,1
BDCUT40D.BCS,29,CreateCreature,BDWAVE34,cre,1
BDCUT40D.BCS,30,CreateCreature,BDWAVE33,cre,1
BDCUT40D.BCS,31,CreateCreature,BDWAVE35,cre,1
BDCUT40D.BCS,32,CreateCreature,BDWAVE31,cre,1
BDCUT40D.BCS,33,CreateCreature,BDWAVE32,cre,1
BDCUT40D.BCS,34,CreateCreature,BDWAVE33,cre,1
BDCUT40D.BCS,35,CreateCreature,BDWAVE31,cre,1
BDCUT40D.BCS,36,CreateCreature,BDWAVE32,cre,1
BDCUT40D.BCS,37,CreateCreature,BDWAVE34,cre,1
BDCUT40D.BCS,38,CreateCreature,BDWAVE35,cre,1
BDCUT40D.BCS,50,CreateCreature,BDWAVE36,cre,1
BDCUT40D.BCS,51,CreateCreature,BDWAVE36,cre,1
BDCUT40D.BCS,86,CreateCreature,BDTEAM11,cre,1
BDCUT40D.BCS,87,CreateCreature,BDTEAM12,cre,1
BDCUT40D.BCS,123,CreateCreature,BDTEAM23,cre,1
BDCUT40D.BCS,124,CreateCreature,BDTEAM21,cre,1
BDCUT40D.BCS,165,CreateCreature,BDTEAM31,cre,1
BDCUT40D.BCS,166,CreateCreature,BDTEAM32,cre,1
BDCUT40D.BCS,204,CreateCreature,BDTEAM42,cre,1
BDCUT40D.BCS,205,CreateCreature,BDTEAM41,cre,1
BDCUT40D.BCS,238,CreateCreature,BDTEAM51,cre,1
BDCUT40D.BCS,239,CreateCreature,BDTEAM52,cre,1
BDCUT40D.BCS,240,CreateCreature,BDTEAM53,cre,1
BDCUT40D.BCS,273,CreateCreature,BDTEAM61,cre,1
BDCUT40D.BCS,274,CreateCreature,BDTEAM62,cre,1
BDCUT40D.BCS,275,CreateCreature,BDTEAM63,cre,1
BDCUT40D.BCS,290,CreateCreature,BDRHAYLA,cre,1
BDCUT41.BCS,16,CreateCreature,CUTSPY,cre,1
BDCUT41.BCS,25,CreateCreature,BDCRUW48,cre,1
BDCUT41.BCS,26,CreateCreature,BDCRUW49,cre,1
BDCUT41.BCS,27,CreateCreature,BDCRUW48,cre,1
BDCUT41.BCS,28,CreateCreature,BDCRUW48,cre,1
BDCUT41.BCS,29,CreateCreature,BDCRUC49,cre,1
BDCUT41.BCS,30,CreateCreature,BDCRUW49,cre,1
BDCUT41.BCS,38,CreateCreature,BDCRUS47,cre,1
BDCUT41.BCS,39,CreateCreature,BDCRUE46,cre,1
BDCUT41.BCS,40,CreateCreature,BDCRUX41,cre,1
BDCUT41.BCS,41,CreateCreature,BDCRUX40,cre,1
BDCUT41.BCS,42,CreateCreature,BDCRUS53,cre,1
BDCUT41.BCS,43,CreateCreature,BDCRUE42,cre,1
BDCUT41.BCS,51,CreateCreature,BDGNARG,cre,1
BDCUT41.BCS,52,CreateCreature,BDGNARG1,cre,1
BDCUT41.BCS,53,CreateCreature,BDGNARG1,cre,1
BDCUT41.BCS,54,CreateCreature,BDGNARG2,cre,1
BDCUT41.BCS,55,CreateCreature,BDGNARG5,cre,1
BDCUT41.BCS,56,CreateCreature,BDGNARG2,cre,1
BDCUT41.BCS,57,CreateCreature,BDTOLIKS,cre,1
BDCUT41.BCS,58,CreateCreature,BDTHRUDD,cre,1
BDCUT41.BCS,59,CreateCreature,BDMORRUK,cre,1
BDCUT41.BCS,60,CreateCreature,BDTHRUDD,cre,1
BDCUT41.BCS,68,CreateCreature,BDGNARG3,cre,1
BDCUT41.BCS,69,CreateCreature,BDGNARG3,cre,1
BDCUT41.BCS,70,CreateCreature,BDGNARG2,cre,1
BDCUT41.BCS,71,CreateCreature,BDGNARG2,cre,1
BDCUT41.BCS,79,CreateCreature,BDGNARG3,cre,1
BDCUT41.BCS,80,CreateCreature,BDGNARG3,cre,1
BDCUT41.BCS,81,CreateCreature,BDGNARG4,cre,1
BDCUT41.BCS,82,CreateCreature,BDGNARG4,cre,1
BDCUT41.BCS,90,CreateCreature,BDCRUS51,cre,1
BDCUT41.BCS,91,CreateCreature,BDCRUS46,cre,1
BDCUT41.BCS,92,CreateCreature,BDCRUE44,cre,1
BDCUT41.BCS,93,CreateCreature,BDCRUS52,cre,1
BDCUT41.BCS,94,CreateCreature,BDCRUW45,cre,1
BDCUT41.BCS,95,CreateCreature,BDTRIST2,cre,1
BDCUT41.BCS,96,CreateCreature,BDCRUC45,cre,1
BDCUT41.BCS,97,CreateCreature,BDCRUS49,cre,1
BDCUT41.BCS,98,CreateCreature,BDCRUS48,cre,1
BDCUT41.BCS,99,CreateCreature,BDDSARC4,cre,1
BDCUT41.BCS,100,CreateCreature,BDDSARC2,cre,1
BDCUT41.BCS,101,CreateCreature,BDDSARC3,cre,1
BDCUT41.BCS,102,CreateCreature,BDDSARCH,cre,1
BDCUT41.BCS,103,CreateCreature,BDDSARC3,cre,1
BDCUT41.BCS,104,CreateCreature,BDDSARC4,cre,1
BDCUT41.BCS,105,CreateCreature,BDDSARC2,cre,1
BDCUT41.BCS,106,CreateCreature,BDCHAL01,cre,1
BDCUT41.BCS,107,CreateCreature,BDCHAL02,cre,1
BDCUT41.BCS,108,CreateCreature,BDCHAL03,cre,1
BDCUT41.BCS,109,CreateCreature,BDCHAL04,cre,1
BDCUT41.BCS,110,CreateCreature,BDCHAL05,cre,1
BDCUT41.BCS,112,CreateCreature,BDCHAL06,cre,1
BDCUT41.BCS,113,CreateCreature,BDBARGH2,cre,1
BDCUT41.BCS,114,CreateCreature,BDOLONE2,cre,1
BDCUT41.BCS,115,CreateCreature,BDCRUC46,cre,1
BDCUT41.BCS,116,CreateCreature,BDCRUC47,cre,1
BDCUT41.BCS,117,CreateCreature,BDCRUW46,cre,1
BDCUT41.BCS,118,CreateCreature,BDCRUW47,cre,1
BDCUT41.BCS,119,CreateCreature,BDCRUE41,cre,1
BDCUT41.BCS,121,CreateCreature,BDCRUE44,cre,1
BDCUT41.BCS,123,CreateCreature,BDCRUE43,cre,1
BDCUT41.BCS,125,CreateCreature,BDCRUE46,cre,1
BDCUT41.BCS,127,CreateCreature,BDCRUE41,cre,1
BDCUT41.BCS,129,CreateCreature,BDCRUE44,cre,1
BDCUT41.BCS,131,CreateCreature,BDCRUM45,cre,1
BDCUT41.BCS,132,CreateCreature,BDCRUM41,cre,1
BDCUT41.BCS,133,CreateCreature,BDCRUM48,cre,1
BDCUT41.BCS,134,CreateCreature,BDCRUM46,cre,1
BDCUT41.BCS,135,CreateCreature,BDCRUM42,cre,1
BDCUT41.BCS,136,CreateCreature,BDCRUM48,cre,1
BDCUT41.BCS,137,CreateCreature,BDRAVOC,cre,1
BDCUT41.BCS,140,CreateCreature,BDCRUM40,cre,1
BDCUT41.BCS,141,CreateCreature,BDCRUM44,cre,1
BDCUT41.BCS,142,CreateCreature,BDCRUM43,cre,1
BDCUT41.BCS,143,CreateCreature,BDCRUM40,cre,1
BDCUT41.BCS,144,CreateCreature,BDCRUM47,cre,1
BDCUT41.BCS,145,CreateCreature,BDDAMARR,cre,1
BDCUT41.BCS,148,CreateCreature,BDCRUS48,cre,1
